area,perimeter,compactness,length_of_kernel,width_of_kernel,asymmetry_coefficient,length_of_kernel_groove,class
13.919297658862876,13.980167224080267,0.8394277591973245,6.015682274247491,3.4511538461538462,3.748860535117057,5.422421404682274,2.0
20.790401337792645,16.79675585284281,0.8313193979933111,5.81966889632107,3.7890000000000006,2.6428113712374577,5.755260869565218,2.0
18.91324414715719,13.39742474916388,0.8438505016722408,4.999976588628763,3.967307692307693,1.3052635451505012,6.0609297658862875,3.0
12.077558528428094,17.071939799331105,0.8703869565217391,6.187936454849498,3.8030769230769232,3.3115852842809366,6.407354515050168,1.0
20.50705685618729,12.604247491638796,0.8541702341137124,6.3423712374581935,3.9203846153846156,5.935236789297659,5.218642140468227,1.0
10.767090301003343,15.388461538461538,0.9035575250836121,6.484926421404682,3.7702307692307695,8.224501337792642,5.7688461538461535,2.0
12.042140468227425,15.550334448160536,0.8224739130434783,5.2375685618729095,3.8828461538461543,2.385590635451505,6.366598662207358,1.0
19.16117056856187,13.34886287625418,0.8571187290969899,6.407709030100334,2.813,4.82918762541806,6.251123745819398,2.0
14.521404682274248,15.404648829431437,0.838690635451505,6.3067324414715715,3.516846153846154,7.041285953177258,6.278294314381271,1.0
16.3985618729097,14.724782608695651,0.8431133779264215,5.374183946488294,3.089846153846154,2.2055361204013377,6.420939799331103,1.0
11.935886287625419,14.465785953177257,0.8125227424749164,5.873127090301003,3.765538461538462,7.890114381270903,5.870735785953177,1.0
21.14458193979933,12.588060200668897,0.8132598662207358,5.867187290969899,4.018923076923077,6.063847157190636,6.319050167224081,3.0
17.35484949832776,13.818294314381271,0.8276337792642141,5.184110367892977,3.136769230769231,6.706898996655519,4.580133779264214,1.0
20.117458193979935,16.667257525083613,0.876652508361204,5.65929431438127,3.4183076923076925,2.0254816053511706,5.5922374581939795,1.0
17.496521739130433,15.25896321070234,0.8095742474916389,6.467107023411371,3.5403076923076924,5.729460200668896,5.184678929765886,1.0
19.444515050167226,12.960367892976588,0.8456933110367894,6.3780100334448155,3.671692307692308,1.742538795986622,5.408836120401338,1.0
12.006722408026755,15.097090301003345,0.8121541806020067,5.332605351170568,3.934461538461539,1.3052635451505012,5.714505016722408,1.0
16.29230769230769,16.31113712374582,0.8825494983277592,6.348311036789298,3.2493846153846153,4.108969565217391,5.300153846153846,1.0
12.998428093645485,13.88304347826087,0.9112973244147158,6.176056856187291,2.63,7.967280602006689,5.205056856187291,1.0
18.806989966555186,13.980167224080267,0.8298451505016723,5.950344481605351,3.7373846153846157,8.173057190635452,5.483555183946488,1.0
