area,perimeter,compactness,length_of_kernel,width_of_kernel,asymmetry_coefficient,length_of_kernel_groove,class
10.819230270762024,12.951922703071519,0.8101153945847595,5.288500486007026,2.6428847026166458,5.257388104665827,5.187423189078544,3.0
15.61014333949382,14.746775357514064,0.9017919028069742,5.433989605406073,3.5091422470832407,3.5003969809403794,5.3277011718841365,2.0
14.337225631199981,14.284214951533322,0.8830357721671113,5.505184200668886,3.2002042718666632,3.333178369026653,5.223899644011111,1.0
15.881661417468449,14.925921791915869,0.8953942679321606,5.693862279217591,3.46374277507151,2.182716546126959,5.371820504406117,1.0
18.49109776433786,16.549602720979514,0.8481179824965522,6.641260583181404,3.5241178812943605,4.670381575310292,6.458572400349827,2.0
14.98817719769233,14.702626191519938,0.8714012354369786,5.67175284156905,3.2518249205653373,4.3569815039629445,5.258325450129755,1.0
15.746466603090608,14.904011893409038,0.8910664500422617,5.698311712759308,3.4294490389908687,5.48736979973542,5.1829467556731466,1.0
12.007748005288331,13.189495093873761,0.8666079981665942,5.089037982547331,2.926585346143631,1.5556724442492351,4.9222466573819235,1.0
17.469730037540405,15.800640754644595,0.8791096113196689,6.099482354798053,3.573593592453554,3.615816067764555,5.95393088304927,2.0
11.943806466596767,13.061716698511216,0.8794358204638288,5.123335762616901,2.9491492278297335,3.1490268375257076,5.107611776254981,3.0
15.492108287613927,14.923133699088586,0.8744239561093695,5.782299451367119,3.3762707190348165,3.6858665610490675,5.291248628417798,1.0
11.650498496342703,13.335358294246317,0.8230398742930389,5.358669800316733,2.70553271382249,5.142236677475238,5.33106542764498,3.0
14.89476811523497,14.684776448974862,0.8678955289794973,5.685388224487431,3.2626936955567207,2.136996666504043,5.339613442260547,1.0
12.430213682145604,13.57742130836371,0.8468038983170919,5.385466646716384,2.902667917752734,2.544540261291511,5.2064666467163825,3.0
16.412026918007264,15.449816075773946,0.8641521046708125,5.878879028322288,3.4127658319251024,4.536205908814345,5.795,2.0
13.088723052771613,13.537271973709217,0.8975907131643963,5.138254560525816,3.1801260368831152,2.4332529026860916,4.738197347456443,1.0
17.00993020034106,15.60496510017053,0.8776071830436718,6.000165277697042,3.5326192309928053,4.234937857232878,5.8194170226885165,2.0
11.344690363664533,13.043620984860222,0.8379065653035701,5.164155674262377,2.7498967878881775,3.980765180426738,5.240673447010776,3.0
19.992572215578754,16.94770498731837,0.8747486139855144,6.476392908151965,3.7727162240942014,1.7857061532601588,6.209972279710287,2.0
11.40113625847656,12.987444488116422,0.849239747652906,5.110359161761813,2.8264828028836697,6.596272089077646,4.9897666535650735,3.0
11.255836689653265,12.938132551719844,0.8451575613797493,5.106412303450757,2.7743306482773886,4.314665324138694,5.001062248276005,3.0
11.321552122112907,13.055798820393042,0.8348698679312054,5.126913065798473,2.7167168867813243,2.9630117960695856,5.106885754594568,3.0
11.955463214215483,13.109024181474462,0.8739448910759936,5.1690340594933755,2.9608341279697523,3.7875117483553478,5.089268392892258,3.0
17.619751589082664,15.975550032101683,0.8672662881219824,6.190298792937234,3.559678494381712,4.070875794541331,6.058745918137746,2.0
15.581826755419293,15.134230992774276,0.8547893934574085,5.885308184103406,3.252682384935371,2.673509140354665,5.8289334020583246,2.0
16.299890012016085,15.233247943718803,0.8823,5.8515145476181365,3.4530036192875766,5.399152996627843,5.872171515872712,2.0
11.390891236310202,12.904606040690936,0.8588366314553469,5.065417461659689,2.847676827855935,3.372547400627721,5.007173081377436,3.0
15.295157602012397,14.86375732252659,0.8700280055897162,5.720572942984926,3.2617188289547787,4.37011631358252,5.300854114030147,1.0
18.3991231170478,16.304238176794662,0.8691851056790387,6.261879973531856,3.5858833949633113,4.31352331555888,6.091669775407851,2.0
19.09536833309175,16.42429098027847,0.8892570901972153,6.249338397078008,3.795396872462334,3.108584250108712,6.163790058729738,2.0
11.202835871341529,12.938283605911279,0.8410231349869589,5.088,2.746582101883485,4.284746286873331,4.9917910509417425,3.0
15.081273792173462,14.782807613495507,0.8672110043940774,5.7815875256139595,3.264101376302488,1.9135909225383543,5.063435841943953,1.0
13.410124073082207,13.988792752846944,0.8617176393242402,5.495021794969334,3.0658668679764736,3.6395318706545168,5.095439637642348,1.0
19.976318020805742,16.88038543067902,0.8807799728163419,6.479889208927556,3.85121886377908,3.052573307887269,6.306063332324568,2.0
18.506556904511893,16.01870883919196,0.9059982469075376,6.017262498567236,3.8463602632375204,5.950051571504858,5.859669510937085,2.0
15.699951947637857,14.780637619601158,0.9028813842828198,5.417205701588991,3.5263678325797194,3.4615289931534527,5.284269140076775,2.0
18.598030159654005,16.50768809519031,0.8574298254442919,6.575302301235285,3.548201111356408,4.986761984335645,6.41270587287889,2.0
19.17647572338172,16.63052864149274,0.8714762084347394,6.372171848956451,3.6808061647859946,3.362885541952526,6.233740152051585,2.0
16.09700771120052,15.11518443913278,0.8850344466826017,5.818210864913818,3.417862910739294,0.9549860506059762,5.287393192120591,1.0
12.396343104152683,13.382150108066798,0.8697247176820994,5.23878498919332,2.999892209241033,5.245606139379732,5.113580129680158,3.0
13.011451721317103,13.757252338994784,0.8638649223362204,5.395,3.0238629303292757,3.3464698065162954,4.826343300935884,1.0
17.464904441802695,15.808417434678168,0.8783251592636622,6.133433612826882,3.5725205783848337,3.53850783729186,5.976379714964241,2.0
11.75146306270377,13.407926576318333,0.8209890315388296,5.393060855733472,2.712158513489935,4.987634685234853,5.34431702697987,3.0
12.952212791572585,13.512895141352248,0.8912527367515842,5.138742097172956,3.1401480318176853,2.380111408147898,4.6523908975599095,1.0
11.190253255243404,13.033164496504396,0.8281892545627276,5.197784613639291,2.6967595269225817,3.3642977540167225,5.015867220102936,3.0
13.96319497460529,14.209762813609068,0.8693870251652217,5.5929525627218135,3.1526508542406044,2.154816180547028,5.051762813609068,1.0
14.488617929024104,14.431780804892586,0.8747115679402017,5.594110497402541,3.2698812796738275,4.015114438175531,5.156006081848311,1.0
11.329299383624736,12.934758352183621,0.8510675154093816,5.105092928919354,2.7739565358514984,6.102937398776868,5.022832144028345,3.0
19.907251486787242,16.905767679946273,0.8753849041663325,6.457738036941617,3.77257161268947,1.7223663579878161,6.222698083326648,2.0
17.57838369305502,15.860792473717702,0.8781360271782416,6.120921797945215,3.5709202299697367,3.5520380557104065,5.982199163746412,2.0
11.227831254591726,13.05315295062566,0.8282932252661718,5.176922028267232,2.659240731461294,4.455941646472961,5.122088196127253,3.0
15.087554750173096,14.54374087497115,0.8966734493898575,5.577316606262982,3.4461012813726106,3.096202562745221,5.179064781257212,1.0
12.026422644350642,13.639369813806812,0.8118870470659296,5.400149905491681,2.735613302144277,4.84862858425751,5.26272565920536,3.0
14.57938652595973,14.451710720524522,0.8778579050946412,5.572359601649561,3.2645306737020134,3.751494774621786,5.187092267103769,1.0
20.717153755963388,17.062283113605336,0.894370015483897,6.44596347770059,3.9980403368865964,5.839579144179181,6.209827246283432,2.0
15.569079591283764,15.004236184938485,0.8690970596590265,5.874546020435812,3.298786036016715,4.414487692446644,5.795,2.0
11.265406527010432,12.959664685773472,0.8429564987876006,5.093971514886439,2.7666747783916543,4.310837389195827,5.000344510474218,3.0
13.459646430557976,13.937079812308074,0.8703893864371488,5.448123943692422,3.0797345637348634,3.10371656128324,4.825,1.0
11.939271332777661,13.092157638310063,0.874997363369452,5.162017577536986,2.9593498721712854,3.751417345983537,5.097364333611169,3.0
11.309748586570713,13.029061911071132,0.837236847909272,5.139405248820922,2.7382495288569046,3.8273125426897168,5.189716688748957,3.0
13.82161078013839,14.060067152985646,0.8783812060791902,5.408261807492309,3.154228186423629,1.64706057141465,4.9688724984789845,1.0
11.909815655001601,13.209530629537896,0.857692456040742,5.171510493444836,2.878387266009434,5.039638684147104,5.146066222342661,3.0
18.881415162419326,16.304022317023453,0.892868526418621,6.0870129307169805,3.804229012130488,2.718930751444187,5.911718739721389,2.0
15.713320591570092,14.762437648837382,0.9056756235116262,5.533788883323738,3.5164875297674762,1.5863550570153278,5.052685236250094,1.0
19.268135561429467,16.40911684488764,0.899274189839846,6.151372887714107,3.850597673782148,4.082811737888267,5.994526016037661,2.0
13.534623412922441,13.85,0.8868446121138159,5.348403244030817,3.156268829353878,2.541567839194627,5.177731170646122,1.0
