Class,Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,Flavanoids,NonflavanoidPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315OfDilutedWines,Proline
3.0,13.163230895996094,1.719021201133728,2.58487868309021,23.6456241607666,108,1.8130073547363281,1.2590057849884033,0.27925437688827515,1.6550483703613281,6.43601131439209,0.9015205502510071,2.1716604232788086,865
1.0,13.075106620788574,1.330371379852295,2.26704478263855,15.918625831604004,97,2.6965198516845703,2.2019925117492676,0.26328155398368835,1.3850774765014648,4.169260025024414,1.1170973777770996,2.9645185470581055,743
2.0,13.260340690612793,3.832343578338623,2.612210273742676,19.504314422607422,104,2.9268410205841064,1.772717833518982,0.40390148758888245,1.7467237710952759,4.235077381134033,0.8352213501930237,3.0006487369537354,602
2.0,12.51015853881836,3.3634848594665527,2.2774393558502197,18.133575439453125,100,1.6116849184036255,1.654028296470642,0.5420374274253845,0.9125074744224548,5.513599395751953,0.8974519371986389,2.288115978240967,596
2.0,12.827442169189453,3.28768253326416,2.332034111022949,19.767547607421875,95,2.8828132152557373,3.0382325649261475,0.31406739354133606,1.7617279291152954,2.929652452468872,1.197883129119873,3.318067789077759,736
3.0,12.843523979187012,1.5912400484085083,2.302926540374756,18.71597671508789,98,1.79784095287323,1.4648356437683105,0.3309713900089264,1.4156657457351685,9.230791091918945,0.7916911244392395,2.6270203590393066,678
1.0,13.634130477905273,2.484044075012207,2.306690216064453,22.035253524780273,105,2.4504330158233643,2.5008468627929688,0.29808562994003296,2.0063486099243164,6.142822265625,0.9161671996116638,3.027932643890381,898
2.0,13.420731544494629,1.9901375770568848,2.59314227104187,22.669273376464844,110,1.8456650972366333,0.8721467852592468,0.4294620156288147,1.4314343929290771,5.240533828735352,0.9584981799125671,2.1736812591552734,739
1.0,13.497982025146484,1.9087436199188232,2.699594259262085,20.462814331054688,112,2.447936534881592,2.718376636505127,0.38528943061828613,1.5525041818618774,5.400877952575684,0.8928739428520203,3.2560338973999023,635
3.0,12.828534126281738,2.9780962467193604,2.3969404697418213,18.770488739013672,91,2.6745524406433105,1.8483796119689941,0.4665660858154297,1.3669781684875488,3.6003990173339844,0.9666966199874878,3.0634765625,615
2.0,12.768420219421387,2.020237684249878,1.8730615377426147,17.3642635345459,92,2.1648545265197754,2.7442820072174072,0.1952282339334488,1.3841389417648315,5.336855411529541,0.8084021806716919,2.818800210952759,544
1.0,13.506340026855469,1.7823532819747925,2.3508033752441406,17.264760971069336,101,2.213789939880371,1.9895415306091309,0.33167412877082825,1.0192185640335083,4.928715705871582,0.9298029541969299,2.4127156734466553,882
1.0,13.01612663269043,1.3294026851654053,2.290527820587158,16.490175247192383,95,2.2362139225006104,2.3283727169036865,0.3855658769607544,2.1503827571868896,4.680374622344971,1.019202709197998,2.3904340267181396,1003
2.0,13.002508163452148,2.640810489654541,2.6528046131134033,20.64899444580078,101,1.8119316101074219,1.4770839214324951,0.3187031149864197,1.4567331075668335,2.698169469833374,0.9619896411895752,2.704835891723633,764
3.0,13.403861999511719,3.6508188247680664,2.6153433322906494,25.54456329345703,108,1.7820502519607544,1.1215318441390991,0.3562893271446228,1.6653039455413818,6.99674654006958,0.6805435419082642,2.050788164138794,670
2.0,12.934274673461914,2.0057690143585205,2.5196847915649414,20.187732696533203,119,2.445050001144409,1.5935286283493042,0.3526662290096283,1.7152721881866455,6.772921085357666,0.9445894360542297,2.300363063812256,893
1.0,13.065953254699707,3.0432868003845215,2.588865280151367,20.764606475830078,105,2.665466547012329,2.699538230895996,0.2593478560447693,1.590756893157959,6.202663898468018,0.8412978053092957,2.762425422668457,961
2.0,13.208401679992676,2.5390875339508057,2.230502128601074,18.70473289489746,84,2.790253162384033,2.707899808883667,0.3712236285209656,1.7777485847473145,2.722409248352051,0.8690451979637146,2.6272661685943604,745
1.0,13.153605461120605,1.7595579624176025,2.463050365447998,17.203813552856445,110,2.9142565727233887,2.3267738819122314,0.3541644513607025,2.201510429382324,4.086490631103516,1.1128344535827637,2.9647445678710938,859
3.0,13.683037757873535,2.999563455581665,2.549875020980835,20.01426124572754,97,2.2049953937530518,1.5003150701522827,0.4739467203617096,1.67813241481781,5.728332996368408,0.9143686890602112,2.4661405086517334,700
1.0,13.22989559173584,1.566449761390686,2.237619161605835,18.12158203125,102,2.6268398761749268,2.2984061241149902,0.3267993628978729,1.6613566875457764,5.579538822174072,0.9221406579017639,2.7319040298461914,690
3.0,13.12504768371582,2.1556479930877686,2.5559918880462646,21.96218490600586,100,1.7740765810012817,1.5057392120361328,0.2820708453655243,1.466307520866394,7.514677047729492,0.716999351978302,2.4407784938812256,794
3.0,13.192423820495605,1.9478603601455688,2.329226493835449,18.494548797607422,95,2.5397708415985107,2.1459338665008545,0.4027503430843353,2.1906275749206543,4.1601667404174805,1.0648043155670166,2.4788835048675537,628
2.0,12.683061599731445,1.3974024057388306,2.366441488265991,17.630517959594727,114,1.8438743352890015,1.917819857597351,0.4225288927555084,1.8249149322509766,7.153043270111084,0.7117587327957153,2.496081829071045,561
1.0,12.65632438659668,2.4507815837860107,2.2357943058013916,20.011648178100586,91,2.375493288040161,2.419706106185913,0.3379836976528168,1.5227833986282349,5.571265697479248,0.8699504733085632,2.9203476905822754,812
3.0,14.525856018066406,1.8998337984085083,2.570378541946411,19.207794189453125,86,2.7753615379333496,2.0594353675842285,0.34449344873428345,1.7062432765960693,7.78841495513916,0.6938983798027039,2.855231285095215,502
1.0,12.927855491638184,2.730515956878662,2.3828213214874268,16.640907287597656,97,2.496516227722168,1.937886118888855,0.2785949409008026,1.5502957105636597,5.84805965423584,0.982751727104187,2.3834726810455322,1159
2.0,13.081021308898926,2.0826096534729004,2.4366676807403564,19.785850524902344,88,2.5412306785583496,2.8839173316955566,0.3169749975204468,1.5207372903823853,5.051514625549316,0.9207059144973755,3.0839715003967285,692
1.0,12.761819839477539,1.7409625053405762,2.305292844772339,20.852462768554688,94,2.58539080619812,3.1084117889404297,0.4470701813697815,1.7066339254379272,5.255990982055664,1.2456706762313843,2.4227542877197266,940
1.0,12.930584907531738,1.3825286626815796,2.5528173446655273,21.449668884277344,106,3.027776002883911,2.819561004638672,0.28934088349342346,2.213883399963379,3.865131139755249,1.2233681678771973,3.2924435138702393,757
