Class,Alcohol,MalicAcid,Ash,AlcalinityOfAsh,Magnesium,TotalPhenols,Flavanoids,NonflavanoidPhenols,Proanthocyanins,ColorIntensity,Hue,OD280/OD315OfDilutedWines,Proline
1.0,13.698896321070233,3.0076923076923077,2.673377926421405,13.71438127090301,134,2.36695652173913,0.9582608695652175,0.22217391304347828,1.8942809364548494,5.317324414715719,1.2163545150501671,3.1508695652173917,868
1.0,11.665451505016723,1.4676923076923076,3.011103678929766,15.85551839464883,161,1.2903678929765885,3.066688963210703,0.6405016722408028,1.7034448160535116,8.923478260869565,1.6359531772575249,2.046086956521739,1426
1.0,14.25809364548495,5.224615384615385,3.2174916387959867,26.75585284280936,78,3.4241471571906352,0.6887625418060201,0.5306020066889633,3.1347157190635455,2.455919732441472,1.4672909698996657,3.6621739130434783,1122
2.0,13.215953177257525,2.6523076923076925,2.492006688963211,27.015384615384615,144,2.1341806020066887,1.4814046822742477,0.30903010033444817,2.7954515050167226,1.2800000000000002,1.360334448160535,3.296956521739131,442
2.0,13.533678929765886,5.258461538461538,2.9985953177257527,15.660869565217391,120,2.5124414715719063,2.11551839464883,0.4969230769230769,1.608026755852843,12.882408026755853,1.0106688963210702,3.671304347826087,1553
1.0,12.936354515050168,4.649230769230769,2.842240802675585,11.962541806020067,122,1.1448829431438126,2.749632107023412,0.4596989966555184,1.0885284280936456,11.040133779264213,1.6359531772575249,2.6030434782608696,395
2.0,13.749732441471572,5.461538461538462,2.366923076923077,18.71036789297659,87,1.920802675585284,0.5936454849498329,0.34979933110367895,1.7246488294314382,3.710234113712375,1.3521070234113712,1.3795652173913042,653
3.0,12.224648829431437,5.156923076923077,2.3544147157190634,20.65685618729097,84,2.1050836120401337,3.8751839464882956,0.15836120401337792,1.8518729096989968,5.434916387959866,0.5252508361204014,1.963913043478261,685
1.0,13.571806020066889,3.143076923076923,1.4538127090301005,24.03076923076923,122,1.3097658862876256,2.9081605351170574,0.5359197324414716,3.208929765886288,12.059264214046824,1.6812040133779262,1.7630434782608697,817
1.0,13.6861872909699,5.461538461538462,1.8165551839464884,19.359197324414716,113,2.9294983277591973,0.8948494983277593,0.4153846153846154,2.1593311036789298,4.57257525083612,0.9201672240802675,2.1921739130434785,1290
